image_link,laptop_name,long_price
https://static.1k.by/images/products/ip/125/ppb/e/4217117/i28a4c3de6.jpg,Lenovo,"1 267,85 - 3 950,13 б.р."
https://static.1k.by/images/products/ip/125/ppc/d/3905159/icebe5eda1.png,ASUS,"2 769,00 - 3 532,69 б.р."
https://static.1k.by/images/products/ip/125/pp2/5/4030343/i5afb91687.jpg,Acer,"1 505,00 - 2 955,00 б.р."
https://static.1k.by/images/products/ip/125/pp1/5/4162789/i8bb23d4c2.jpeg,ASUS,"1 156,00 - 1 359,50 б.р."
https://static.1k.by/images/products/ip/125/ppb/4/3470193/i2c39a46d9.jpg,Lenovo,"755,00 б.р."
https://static.1k.by/images/products/ip/125/pp6/0/3727065/i5a4d5437e.jpg,ASUS,"749,00 б.р."
https://static.1k.by/images/products/ip/125/pp9/b/3470471/i7a005f6ed.jpg,Lenovo,"731,00 - 4 570,00 б.р."
https://static.1k.by/images/products/ip/125/pp4/7/3914477/i6404020bb.jpg,ASUS,"1 243,00 - 1 710,00 б.р."
https://static.1k.by/images/products/ip/125/pp0/0/3959389/i791435726.jpg,Dell,"1 754,54 - 3 180,00 б.р."
https://static.1k.by/images/products/ip/125/pp6/1/4041523/i4e7808834.jpg,ASUS,"2 549,00 - 3 359,00 б.р."
https://static.1k.by/images/products/ip/125/pp9/9/4037611/i46e3321ea.jpg,Lenovo,"1 927,00 - 2 374,61 б.р."
https://static.1k.by/images/products/ip/125/pp0/f/3727023/ic76897507.jpg,ASUS,"1 514,00 - 2 210,00 б.р."
https://static.1k.by/images/products/ip/125/ppd/e/3899875/i3c364a587.png,HP,"784,00 - 999,00 б.р."
https://static.1k.by/images/products/ip/125/pp4/a/3927439/i97a536ce4.jpg,ASUS,"2 518,00 - 3 234,37 б.р."
https://static.1k.by/images/products/ip/125/pp9/a/4030327/icbb23a3bc.jpg,Acer,"631,00 - 907,00 б.р."
https://static.1k.by/images/products/ip/125/pp9/5/4030293/i25193196d.jpg,Lenovo,"2 114,00 - 2 824,00 б.р."
https://static.1k.by/images/products/ip/125/ppd/2/4016211/i02286115d.jpg,Acer,"1 183,00 - 1 495,00 б.р."
https://static.1k.by/images/products/ip/125/pp5/5/4135667/i414bd36d4.jpg,ASUS,"2 440,00 - 2 994,50 б.р."
https://static.1k.by/images/products/ip/125/pp3/0/4030369/i62c619ecc.jpg,Lenovo,"879,27 - 1 699,00 б.р."
https://static.1k.by/images/products/ip/125/ppb/b/3959345/i1d3d267d5.jpg,Dell,"1 322,27 - 1 848,54 б.р."
https://static.1k.by/images/products/ip/125/ppf/9/4036533/i4aae24609.jpg,Acer,"1 245,00 - 1 536,91 б.р."
https://static.1k.by/images/products/ip/125/pp0/3/4111359/i709424133.jpeg,ASUS,"1 001,00 - 1 197,80 б.р."
https://static.1k.by/images/products/ip/125/pp6/3/4164393/ie5190b204.jpg,HP,"1 068,00 - 1 330,30 б.р."
https://static.1k.by/images/products/ip/125/pp6/1/4178943/i3858eb89c.jpeg,ASUS,"1 951,00 - 2 143,00 б.р."
https://static.1k.by/images/products/ip/125/pp2/e/4044887/ib894a5f2d.jpg,ASUS,"2 310,00 - 2 848,59 б.р."
https://static.1k.by/images/products/ip/125/ppb/a/4168601/ib37bff3fa.jpg,HP,"1 338,70 - 3 173,99 б.р."
https://static.1k.by/images/products/ip/125/pp8/7/4110467/i657eba596.jpeg,Dell,"1 095,80 - 1 370,94 б.р."
https://static.1k.by/images/products/ip/125/pp4/c/4148939/i4de8fbe95.jpg,ASUS,"1 811,00 - 2 169,88 б.р."
https://static.1k.by/images/products/ip/125/pp9/e/4158971/i493bd21e0.jpg,Acer,"1 556,00 - 1 725,00 б.р."
https://static.1k.by/images/products/ip/125/pp2/d/3470119/i68b0e71c9.jpg,HP,"621,00 - 2 281,00 б.р."
https://static.1k.by/images/products/ip/125/pp1/7/3856841/ic3cc062a1.jpg,ASUS,"6 490,00 - 8 056,98 б.р."
https://static.1k.by/images/products/ip/125/pp3/1/4030289/if45a888d8.png,Acer,"1 428,00 - 2 607,00 б.р."
https://static.1k.by/images/products/ip/125/pp6/5/4046771/ib303844ec.jpg,ASUS,"3 125,00 - 3 873,90 б.р."
https://static.1k.by/images/products/ip/125/pp9/c/4135079/i6276bc284.jpg,MSI,"3 118,00 - 4 001,14 б.р."
https://static.1k.by/images/products/ip/125/pp4/c/4217127/i9a55d6e2f.jpeg,ASUS,"2 338,00 - 2 741,00 б.р."
https://static.1k.by/images/products/ip/125/pp6/c/3726763/i10265c771.jpg,Dell,"2 330,10 - 5 250,00 б.р."
https://static.1k.by/images/products/ip/125/pp8/4/3898115/i910f960d6.jpg,MSI,"6 160,00 - 7 475,21 б.р."
https://static.1k.by/images/products/ip/125/pp4/3/4030307/i450516e55.jpg,Acer,"978,00 - 1 601,00 б.р."
https://static.1k.by/images/products/ip/125/pp2/d/4036537/id86386916.jpg,Acer,"1 491,00 - 1 952,23 б.р."
https://static.1k.by/images/products/ip/125/pp4/b/4066565/i3755e4fb2.jpg,HP,"1 426,00 - 1 754,30 б.р."
https://static.1k.by/images/products/ip/125/pp0/1/4130873/i43175e57d.jpeg,ASUS,"1 917,00 - 2 134,99 б.р."
https://static.1k.by/images/products/ip/125/ppc/b/4202855/if01484851.jpg,Lenovo,"1 192,00 - 1 476,00 б.р."
https://static.1k.by/images/products/ip/125/pp6/2/4041433/i511feb463.jpg,Lenovo,"622,00 - 786,00 б.р."
https://static.1k.by/images/products/ip/125/pp3/5/3812035/i7fa765a52.jpg,Lenovo,"2 989,00 - 6 163,00 б.р."
https://static.1k.by/images/products/ip/125/ppf/3/3470197/i24831ad8b.png,HP,"990,00 - 2 699,00 б.р."
https://static.1k.by/images/products/ip/125/pp2/d/4030373/i98292ca4d.jpg,Dell,"1 168,20 - 2 312,48 б.р."
https://static.1k.by/images/products/ip/125/ppd/e/3927623/ic325f632f.jpg,HP,"1 779,00 - 2 128,46 б.р."
https://static.1k.by/images/products/ip/125/ppd/8/3927655/i78d4148c0.jpg,HP,"645,00 - 803,00 б.р."
https://static.1k.by/images/products/ip/125/pp9/a/4217125/i43bdd936e.jpg,Lenovo,"681,00 - 1 851,00 б.р."
https://static.1k.by/images/products/ip/125/ppe/7/4217115/ieb4dda8bf.png,Lenovo,"1 115,00 - 1 960,00 б.р."
https://static.1k.by/images/products/ip/125/pp8/7/4100389/ib1d314a1f.jpg,HP,"3 331,78 - 4 311,60 б.р."
https://static.1k.by/images/products/ip/125/pp0/9/4111125/ib4f938db3.jpg,Dell,"1 531,60 - 1 801,43 б.р."
https://static.1k.by/images/products/ip/125/pp6/f/4144765/i83475da17.jpeg,ASUS,"843,00 - 1 091,80 б.р."
https://static.1k.by/images/products/ip/125/ppc/a/3814393/i6541ce5d9.jpg,HP,"2 297,00 - 2 921,00 б.р."
https://static.1k.by/images/products/ip/125/pp9/4/3927503/ifd292a9f9.jpg,Dell,"2 508,30 - 2 968,64 б.р."
https://static.1k.by/images/products/ip/125/pp0/6/4041537/i0427703ce.jpg,Dell,"1 378,00 - 1 967,60 б.р."
https://static.1k.by/images/products/ip/125/pp6/3/4037137/i300468e03.jpg,ASUS,"2 530,00 - 3 664,24 б.р."
https://static.1k.by/images/products/ip/125/pp3/6/4043861/i874686e76.jpg,HP,"1 459,00 - 1 804,70 б.р."
https://static.1k.by/images/products/ip/125/ppd/9/4111123/ia7ca03dda.jpg,Dell,"1 426,84 - 1 760,46 б.р."
https://static.1k.by/images/products/ip/125/pp6/c/4111361/i424602134.jpeg,ASUS,"1 538,00 - 1 992,80 б.р."
https://static.1k.by/images/products/ip/125/ppf/5/4181511/ib12b4aa2b.jpeg,Dell,"1 712,00 - 1 866,00 б.р."
https://static.1k.by/images/products/ip/125/pp3/4/4181519/ie63dc03dd.jpg,Dell,"2 120,00 - 2 371,00 б.р."
https://static.1k.by/images/products/ip/125/pp6/d/3726737/i413644ad2.jpg,Dell,"1 242,26 - 2 228,61 б.р."
https://static.1k.by/images/products/ip/125/pp9/8/3937759/i41f39ef01.jpg,Dell,"2 687,26 - 3 715,57 б.р."
https://static.1k.by/images/products/ip/125/pp1/1/3927437/i17b79ac63.jpg,ASUS,"1 673,00 - 2 023,31 б.р."
https://static.1k.by/images/products/ip/125/pp2/1/4030267/i7898674e8.jpg,Acer,"1 084,00 - 2 050,00 б.р."
https://static.1k.by/images/products/ip/125/pp0/8/3980505/i031ef042b.jpeg,ASUS,"3 132,00 - 3 804,25 б.р."
https://static.1k.by/images/products/ip/125/pp3/3/4135379/i090e4ba06.jpeg,ASUS,"926,41 - 1 054,00 б.р."
https://static.1k.by/images/products/ip/125/pp6/d/4148991/if8eddde2d.png,HP,"1 714,00 - 2 130,10 б.р."
https://static.1k.by/images/products/ip/125/pp5/c/3727051/i95a3eead2.png,HP,"1 225,02 - 2 812,44 б.р."
https://static.1k.by/images/products/ip/125/pp0/1/3898065/i55fdf576c.jpg,Lenovo,"3 236,00 - 4 116,53 б.р."
https://static.1k.by/images/products/ip/125/pp2/e/3811921/i426213ee2.jpg,Lenovo,"660,00 - 1 709,00 б.р."
https://static.1k.by/images/products/ip/125/ppe/6/4041481/i7b1ac83eb.jpg,Lenovo,"2 169,00 - 3 970,00 б.р."
https://static.1k.by/images/products/ip/125/ppf/9/3926661/ib40dbdce3.jpg,ASUS,"2 321,00 - 3 011,00 б.р."
https://static.1k.by/images/products/ip/125/pp3/d/4044815/ic36c93023.jpg,Lenovo,"991,00 - 1 293,20 б.р."
https://static.1k.by/images/products/ip/125/pp2/f/4047707/if53812259.jpg,ASUS,"1 653,00 - 2 027,85 б.р."
https://static.1k.by/images/products/ip/125/ppd/d/4089763/i385f7ad4b.jpg,ASUS,"2 041,00 - 2 452,37 б.р."
https://static.1k.by/images/products/ip/125/ppb/0/4105139/i84fb38913.jpeg,Dell,"5 412,00 - 6 746,64 б.р."
https://static.1k.by/images/products/ip/125/pp2/2/4134289/ia0b7fae5a.jpg,ASUS,"1 785,00 - 2 173,63 б.р."
https://static.1k.by/images/products/ip/125/pp8/b/4146571/i635ca6c68.png,Lenovo,"859,00 - 1 181,90 б.р."
https://static.1k.by/images/products/ip/125/ppb/5/4174823/i455f89bf8.jpg,HP,"2 493,00 - 2 994,89 б.р."
https://static.1k.by/images/products/ip/125/pp3/0/3019777/ia1d5e107a.jpg,HP,"509,00 - 1 435,00 б.р."
https://static.1k.by/images/products/ip/125/ppd/8/3726801/i39923c449.jpg,Lenovo,"3 093,99 - 3 956,50 б.р."
https://static.1k.by/images/products/ip/125/pp7/9/3959375/iffb1d502a.jpg,Dell,"3 100,00 - 5 412,50 б.р."
https://static.1k.by/images/products/ip/125/ppf/0/3959367/i7f6ccb700.jpg,Dell,"1 234,50 - 2 400,00 б.р."
https://static.1k.by/images/products/ip/125/pp4/f/3959395/i8d68d2a29.jpg,Dell,"1 420,00 - 2 858,45 б.р."
https://static.1k.by/images/products/ip/125/ppf/2/4110465/iee69f44e3.jpg,Dell,"1 079,00 - 1 390,55 б.р."
https://static.1k.by/images/products/ip/125/ppe/a/4135665/i601618f3d.jpg,MSI,"6 996,00 - 8 306,57 б.р."
https://static.1k.by/images/products/ip/125/pp3/9/4156389/ie8f259d07.png,Lenovo,"3 759,14 - 4 539,40 б.р."
https://static.1k.by/images/products/ip/125/pp9/e/4163549/i8a0bb2058.jpeg,Lenovo,"4 838,57 - 5 821,41 б.р."
https://static.1k.by/images/products/ip/125/pp2/b/3470207/icf0c64499.jpg,Acer,"1 638,00 - 3 057,00 б.р."
https://static.1k.by/images/products/ip/125/ppc/b/3911403/ib778a1cec.jpg,Dell,"2 436,10 - 2 973,92 б.р."
https://static.1k.by/images/products/ip/125/ppa/5/3927621/i080aa3285.jpg,HP,"2 586,00 - 3 140,20 б.р."
https://static.1k.by/images/products/ip/125/ppc/3/3951475/if5410c94e.jpg,ASUS,"2 876,00 - 3 575,85 б.р."
https://static.1k.by/images/products/ip/125/pp9/6/4041591/ic9853c28b.jpg,Lenovo,"1 377,84 - 2 600,00 б.р."
https://static.1k.by/images/products/ip/125/pp3/5/4030377/i6faf10a33.jpg,HP,"842,00 - 1 750,00 б.р."
https://static.1k.by/images/products/ip/125/ppb/7/4041519/i5ab3df062.jpg,Lenovo,"1 425,00 - 3 388,17 б.р."
https://static.1k.by/images/products/ip/125/ppb/3/4039275/i2efe1c453.jpg,Lenovo,"1 218,00 - 1 527,61 б.р."
https://static.1k.by/images/products/ip/125/pp7/b/4131687/i185614df6.jpg,Dell,"1 170,94 - 1 407,20 б.р."
https://static.1k.by/images/products/ip/125/pp0/1/4134379/i289b689ab.jpg,Dell,"3 606,00 - 4 406,90 б.р."
https://static.1k.by/images/products/ip/125/pp8/2/4135653/iaea984dc0.jpg,MSI,"2 797,00 - 3 339,33 б.р."
https://static.1k.by/images/products/ip/125/ppb/8/4157203/ia458ac154.jpg,HP,"2 513,00 - 3 039,60 б.р."
https://static.1k.by/images/products/ip/125/ppe/9/4181525/iec9dcf104.jpg,Dell,"2 026,77 - 2 220,00 б.р."
https://static.1k.by/images/products/ip/125/pp3/0/3727105/i155914f00.jpg,Lenovo,"735,00 б.р."
https://static.1k.by/images/products/ip/125/pp9/3/3316229/ie734434b7.jpg,Dell,"2 500,00 - 4 499,99 б.р."
https://static.1k.by/images/products/ip/125/pp2/d/3774987/i714b459a6.jpg,Huawei,"3 160,00 - 4 160,00 б.р."
https://static.1k.by/images/products/ip/125/pp8/6/3959379/i37887c3b8.jpg,Dell,"3 520,65 - 5 968,30 б.р."
https://static.1k.by/images/products/ip/125/pp8/8/4030279/i99021f51b.jpg,MSI,"3 437,00 - 4 300,00 б.р."
https://static.1k.by/images/products/ip/125/pp2/8/3959381/i5f68b1485.jpg,Lenovo,"2 032,77 - 2 708,70 б.р."
https://static.1k.by/images/products/ip/125/pp1/5/3969185/i158c50d5a.jpg,HP,"1 567,00 - 1 919,47 б.р."
https://static.1k.by/images/products/ip/125/pp1/9/4036525/i91d5d0fbb.jpg,Lenovo,"2 103,00 - 2 689,80 б.р."
https://static.1k.by/images/products/ip/125/pp1/0/4068239/i534353993.jpg,Lenovo,"1 330,00 - 1 674,80 б.р."
https://static.1k.by/images/products/ip/125/pp2/d/4069919/icdc25a304.jpg,Lenovo,"2 530,00 - 3 410,60 б.р."
https://static.1k.by/images/products/ip/125/pp2/2/4111157/ie85cef4b0.jpg,MSI,"2 319,00 - 2 783,99 б.р."
https://static.1k.by/images/products/ip/125/pp7/0/4134363/i4421e417c.jpg,HP,"1 276,00 - 1 689,82 б.р."
https://static.1k.by/images/products/ip/125/ppd/2/4144753/i6e63b0673.jpg,ASUS,"4 446,00 - 4 795,44 б.р."
https://static.1k.by/images/products/ip/125/pp2/c/4144771/i57ec07139.jpg,ASUS,"2 615,00 - 2 980,99 б.р."
https://static.1k.by/images/products/ip/125/pp6/d/4148933/i786c43617.jpeg,ASUS,"3 126,00 - 3 713,38 б.р."
https://static.1k.by/images/products/ip/125/ppa/f/3278547/ibb4da3fa8.jpg,Apple,"2 620,78 б.р."
https://static.1k.by/images/products/ip/125/pp3/d/3396741/ic63b7c749.jpg,Dell,"3 750,00 - 7 990,00 б.р."
https://static.1k.by/images/products/ip/125/ppd/9/3811967/ie9eff4fec.jpg,Lenovo,"916,00 - 1 751,00 б.р."
https://static.1k.by/images/products/ip/125/pp4/4/3775427/i8efc2d14b.jpg,Lenovo,"975,00 - 2 370,00 б.р."
https://static.1k.by/images/products/ip/125/pp3/8/3775323/i4fc3a964d.jpg,Lenovo,"993,00 - 2 526,00 б.р."
https://static.1k.by/images/products/ip/125/ppc/b/3926659/i1b5e1d667.jpg,Dell,"2 448,32 - 3 297,00 б.р."
https://static.1k.by/images/products/ip/125/pp3/5/4030321/i14b72f96e.jpg,Dell,"1 258,90 - 2 299,00 б.р."
https://static.1k.by/images/products/ip/125/pp3/6/3927627/i811c9fc78.jpg,HP,"1 631,00 - 1 980,88 б.р."
https://static.1k.by/images/products/ip/125/pp6/4/3946273/i9064da1a0.jpg,HP,"1 211,00 - 1 825,00 б.р."
https://static.1k.by/images/products/ip/125/ppc/8/3946281/i1b655652c.png,HP,"1 430,00 - 1 786,11 б.р."
https://static.1k.by/images/products/ip/125/ppc/1/3947869/i208ac7fef.jpg,Lenovo,"1 408,00 - 1 752,99 б.р."
https://static.1k.by/images/products/ip/125/pp0/f/4041475/i388c477e6.jpg,Dell,"1 710,94 - 1 948,04 б.р."
https://static.1k.by/images/products/ip/125/ppe/b/3951409/ib2cff2706.jpg,Lenovo,"2 659,00 - 3 264,39 б.р."
https://static.1k.by/images/products/ip/125/ppf/5/4030329/i7a1beaa3c.png,MSI,"3 220,00 - 3 811,00 б.р."
https://static.1k.by/images/products/ip/125/pp6/f/3979537/i4001e8d7d.jpg,Acer,"3 071,00 - 3 823,59 б.р."
https://static.1k.by/images/products/ip/125/ppc/3/3937817/ibec1e8043.jpg,Acer,"3 470,00 - 5 040,00 б.р."
https://static.1k.by/images/products/ip/125/pp2/f/4043703/i6d898ff55.jpeg,ASUS,"2 889,00 - 3 398,13 б.р."
https://static.1k.by/images/products/ip/125/ppc/e/4030281/i135f2658f.jpg,Dell,"1 441,23 - 2 762,50 б.р."
https://static.1k.by/images/products/ip/125/ppc/b/4119565/id14e46e37.jpg,Lenovo,"1 516,00 - 1 876,76 б.р."
https://static.1k.by/images/products/ip/125/pp0/7/4174065/i0564bfb76.jpeg,Dell,"2 470,00 - 2 758,00 б.р."
https://static.1k.by/images/products/ip/125/ppe/2/4174067/ib550d6e16.jpeg,Dell,"1 958,80 - 2 135,00 б.р."
https://static.1k.by/images/products/ip/125/pp0/8/4179043/ibafb1043e.jpeg,HP,"2 439,00 - 2 787,39 б.р."
https://static.1k.by/images/products/ip/125/pp6/2/3120315/i1209b7fa3.jpg,ASUS,"2 870,00 - 4 754,00 б.р."
https://static.1k.by/images/products/ip/125/pp0/1/3727183/i970647187.png,HP,"1 148,52 - 3 532,05 б.р."
https://static.1k.by/images/products/ip/125/ppe/8/3726977/ie86a3b473.jpg,ASUS,"2 330,00 - 3 660,00 б.р."
https://static.1k.by/images/products/ip/125/ppf/1/3344097/ib4320be34.png,HP,"617,00 - 762,00 б.р."
https://static.1k.by/images/products/ip/125/pp4/a/3898975/i49d81b2dc.jpg,HP,"2 203,00 - 2 662,50 б.р."
https://static.1k.by/images/products/ip/125/pp2/5/4030261/i16b2454e2.jpg,Acer,"1 793,00 - 2 926,00 б.р."
